Unnamed: 0,YoB,income,frq,rcn,mnt,clothes,kitchen,small_appliances,toys,house_keeping,has_dependents,per_net_purchase,gender,education,marital_status,description,age,spent_online,oh_education_2nd Cycle,oh_education_Graduation,oh_education_Master,oh_education_OldSchool,oh_education_PhD,oh_gender_M,oh_description_Kind of OK,oh_description_Meh...,oh_description_OK nice!,oh_description_Take my money!!,oh_has_dependents_1.0,oh_marital_status_Married,oh_marital_status_Single,oh_marital_status_Together,oh_marital_status_Whatever,oh_marital_status_Widow,behavior_labels,product_labels,labels
11,1957,0.1988454175019914,-0.2612237086403464,-0.4367929638501606,491,0.4078974706801248,-0.3873331353679552,0.3556314099830538,-0.6356523119545504,-0.7523244031911379,True,-0.7260984812617273,M,Graduation,Together,OK nice!,0.5238144163178153,-0.2002567470207563,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,5
12,1954,0.9310561046515188,1.1145660426059,-0.1214166131153077,1407,-1.0010976266190243,-0.5147589535113819,0.8323615227646278,1.6359330340894636,0.5163541417156912,False,-1.0505154897722304,F,2nd Cycle,Widow,Take my money!!,0.6972690263361314,0.8777265726418033,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,1
13,1979,-0.4348529533764506,-0.9032589258885948,-0.4941341185292247,81,1.133743429894838,-0.8970364079416617,-0.597828815580094,-0.7618514978458846,-0.8791922576818209,True,0.5175000513618678,M,Graduation,Married,Meh...,-0.748186057149836,-0.796710711608356,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,5
14,1982,-0.7149462524607463,-0.9032589258885948,2.415929481433281,20,-0.1898580251437567,-0.8970364079416617,0.3556314099830538,1.1311362905241271,-0.2448529852284063,True,1.4907510768933772,M,PhD,Together,Meh...,-0.921640667168152,-0.963981934149528,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,2
15,1992,-1.8140253811716447,-1.3618555096373437,-0.3651165205013304,16,-1.8977308703548468,2.670886500074284,0.5145414475769118,2.6455265212201367,-0.4985886942097721,False,0.4634305499434507,M,Graduation,Single,Kind of OK,-1.499822700562539,-0.9987210500684628,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,2,3
16,1938,1.5553065956957732,2.2151978436028967,0.1366185829404808,2039,-1.3426721956612424,-0.769610589798235,0.5145414475769118,0.878737918741459,3.0537112315293493,False,-1.0505154897722304,M,2nd Cycle,Together,OK nice!,1.6223602797671506,1.742397444213096,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,0
17,1990,-1.5924362610605869,-1.086697559388094,-0.1500871904548398,36,-1.3426721956612424,1.2692025004965908,-0.041643684001591,2.014530591763466,0.6432219962063741,False,0.4093610485250334,M,Graduation,Together,Meh...,-1.3841862938836618,-0.940188019136559,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,3
18,1988,-1.0545248565010603,-0.9032589258885948,0.0649421395916507,52,-0.8730071632281927,0.6320734097794576,1.3885466543431306,0.2477419892847883,-0.4985886942097721,True,0.9500560627092052,M,2nd Cycle,Together,Meh...,-1.2685498872047842,-0.8616680995937614,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,2
20,1995,-0.9655694340622496,-0.7198202923890952,-0.8381810466036096,118,-1.940427691485124,2.79831231821771,-0.9951039095647388,0.6263395469587907,3.94178621296413,False,0.7878475584539537,M,1st Cycle,Widow,Meh...,-1.6732773105808552,-0.647165955751846,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2,3
21,1982,-0.7066248506067888,-0.9949782426383444,-0.2934400771525002,52,-1.2145817322704109,0.504647591636031,1.7858217483277756,0.2477419892847883,0.0088827237529595,True,0.7878475584539537,F,Graduation,Together,OK nice!,-0.921640667168152,-0.8709477264488193,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,2
22,1981,-1.0438414846885562,-0.1695043918905966,-0.0497401697664776,304,0.7067752185920656,-0.3873331353679552,-0.438918777986236,-0.5094531260632162,-0.3717208397190892,True,0.9500560627092052,F,Master,Married,Kind of OK,-0.8638224638287134,0.0377418878964659,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,5
23,1946,1.2643482348021622,1.2062853593556495,-0.6948281599059493,1595,-0.6595230575768064,-0.2599073172245286,0.8323615227646278,0.3739411751761225,0.5163541417156912,False,-1.645280005374819,M,2nd Cycle,Married,Take my money!!,1.1598146530516409,0.0912781966756461,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,1
24,1971,-0.3772208863879072,-0.9032589258885948,0.5236713770241639,65,0.8348656819828973,-0.769610589798235,-0.200553721595449,-0.8880506837372186,-0.4985886942097721,True,1.2744730712197083,F,Master,Together,Kind of OK,-0.2856404304343264,-0.7920708981808271,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,5
25,1976,-1.320155631839177,-0.9032589258885948,-0.6518222938966511,41,0.5359879340709566,-0.5147589535113819,-0.836193871970881,0.2477419892847883,0.0088827237529595,True,0.4634305499434507,M,Graduation,Married,Kind of OK,-0.5747314471315199,-0.922877945964624,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,5
26,1961,0.7537993437624173,0.4725308253576516,-0.0210695924269455,767,1.0910466087645607,-0.5147589535113819,-1.074558928361668,-0.3832539401718822,-0.4985886942097721,False,0.5175000513618678,M,2nd Cycle,Married,Kind of OK,0.2925416029600605,1.3252306292482172,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0,6
27,1986,-1.4174324561319454,-0.9949782426383444,1.340782831200828,19,1.133743429894838,-0.6421847716548085,-0.91564889076781,-0.8880506837372186,-0.3717208397190892,True,1.166334068382874,F,Master,Married,Meh...,-1.152913480525907,-0.9749271350554936,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,5
28,1940,1.8175579370932,1.5731626263546483,-0.1500871904548398,1852,-1.2999753745309652,-0.5147589535113819,1.5474566919369888,1.004937104632793,0.8969577051877399,False,-1.5912105039564022,F,2nd Cycle,Widow,Take my money!!,1.506723873088273,0.3848951079356832,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,1
29,1982,-0.5682134110359427,-1.086697559388094,-0.594481139217587,47,-1.2999753745309652,0.8869250460663108,0.8323615227646278,1.1311362905241271,0.5163541417156912,True,1.0581950655460397,M,2nd Cycle,Single,Kind of OK,-0.921640667168152,-0.8739219658254405,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2,3
30,1973,-0.1494179683859028,-0.9032589258885948,-0.1070813244455417,63,0.5786847552012339,-0.769610589798235,0.1967213723891958,-0.6356523119545504,-0.625456548700455,True,0.7878475584539537,M,Graduation,Single,Kind of OK,-0.4012768371132038,-0.8336507646659904,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,5
31,1967,-0.0091169528482192,1.5731626263546483,0.0219362735823525,1340,1.304530714415947,-0.769610589798235,-1.6307440599401708,-0.3832539401718822,-0.2448529852284063,True,1.0041255641276223,M,Graduation,Divorced,Take my money!!,-0.0543676170765716,3.815025896205291,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0,6
32,1955,0.6353738038408138,-0.3529430253900961,0.3516479129869714,445,0.109019722768184,-0.6421847716548085,0.6734514851707698,-0.3832539401718822,-0.4985886942097721,True,-0.2394729684959727,F,PhD,Single,Kind of OK,0.6394508229966926,-0.0413728795216559,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,2
33,1976,-0.813240540735658,-0.4446623421398459,0.4519949336753336,180,-0.4033421307951429,-0.6421847716548085,1.706366729530847,-0.2570547542805481,-0.7523244031911379,True,0.571569552780285,M,1st Cycle,Together,Kind of OK,-0.5747314471315199,-0.4797757636356092,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,2
34,1936,1.4463652736077195,1.940039893353648,-0.4654635411896927,2040,-0.1898580251437567,-0.0050556809376754,0.6734514851707698,-0.1308555683892139,-0.3717208397190892,False,-1.537141002537985,F,1st Cycle,Together,OK nice!,1.737996686446028,0.6516248952310657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,1
35,1996,-1.228983591439268,-0.5363816588895957,0.0362715622521186,150,-1.8977308703548468,2.670886500074284,-0.12109870279852,1.2573354764154614,1.9119005411132035,True,0.9500560627092052,M,1st Cycle,Widow,Meh...,-1.731095513920294,-0.5118975489031174,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,2,3
36,1979,-0.7578614297075746,-1.086697559388094,0.2513008922986092,30,0.2798070072892931,0.2497959553491778,-0.359463759189307,-0.8880506837372186,0.3894862872250083,True,0.3012220456881991,F,Graduation,Married,OK nice!,-0.748186057149836,-0.9616025426482312,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,5
37,1996,-2.076930806557592,-0.9949782426383444,0.4376596450055676,25,-1.8977308703548468,2.4160348637874303,-1.074558928361668,1.5097338481981295,3.307446940510715,True,1.0581950655460397,M,1st Cycle,Single,OK nice!,-1.731095513920294,-0.9550592160196646,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2,3
38,1958,0.5584825971902729,0.6559694588571511,-0.7091634485757153,1019,0.1944133650287385,-0.0050556809376754,-0.12109870279852,0.2477419892847883,-0.625456548700455,True,-0.942376486935396,M,Graduation,Married,Take my money!!,0.4659962129783765,0.4681143256935423,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,1,1
39,1995,-1.3367984355470917,-1.086697559388094,-0.1500871904548398,40,-1.983124512615401,0.6320734097794576,-0.12109870279852,6.305302912068826,-0.8791922576818209,True,0.0308745385961132,M,1st Cycle,Married,Kind of OK,-1.6732773105808552,-0.9449468021391528,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,2,3
40,1959,0.8418826542165341,0.8394080923566506,0.2656361809683752,1277,0.109019722768184,0.7594992279228843,-0.438918777986236,0.2477419892847883,-0.625456548700455,False,-1.212723994027482,F,Graduation,Together,Take my money!!,0.4081780096389379,0.4719808368831498,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,1
41,1955,0.7586322976775978,0.1056535583586526,-0.0927460357757757,601,0.4932911129406793,-0.769610589798235,0.2761763911861248,-0.7618514978458846,-0.4985886942097721,True,-0.0772644642407211,F,PhD,Married,Kind of OK,0.6394508229966926,0.4185040128915019,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,5
42,1979,-0.8913672393645157,-0.7198202923890952,-0.6948281599059493,90,0.0663229016379068,-0.6421847716548085,0.5939964663738408,-0.5094531260632162,0.0088827237529595,True,0.8959865612907881,F,2nd Cycle,Married,Meh...,-0.748186057149836,-0.7313964148977563,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,2
43,1954,0.5940938365652871,0.5642501421074013,-0.4511282525199266,1018,-0.4887357730556974,-0.0050556809376754,0.7529065039676988,-0.3832539401718822,0.5163541417156912,False,-0.942376486935396,M,Graduation,Married,OK nice!,0.6972690263361314,0.4666272060052318,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,1
44,1979,-1.2011850219271396,-1.2701361928875936,-0.22176363380367,25,1.4326211778067788,-0.769610589798235,-1.233468965955526,-0.7618514978458846,-0.7523244031911379,True,-0.0772644642407211,F,Graduation,Together,Kind of OK,-0.748186057149836,-0.9862887294741864,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,5
45,1986,-0.988062655667488,-0.8115396091388449,-0.8668516239431417,84,0.8775625031131745,-0.8970364079416617,-0.12109870279852,-0.7618514978458846,-0.7523244031911379,True,0.5175000513618678,F,Graduation,Married,Kind of OK,-1.152913480525907,-0.7874310847532981,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,5
46,1940,1.5994572649209184,1.6648819431043984,0.1509538716102469,1854,-0.7022198787070837,0.8869250460663108,0.3556314099830538,1.3835346623067954,-0.7523244031911379,False,-1.3749324982827336,F,1st Cycle,Divorced,Take my money!!,1.506723873088273,0.8275808967519712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1
47,1964,0.3848596362373974,-0.4446623421398459,-0.3077753658222663,298,1.0483497876342835,-0.6421847716548085,-0.91564889076781,-0.6356523119545504,-0.4985886942097721,True,0.6256390541987022,M,Graduation,Married,Kind of OK,0.1190869929417444,-0.0900314357231775,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,5
48,1965,0.0844170575102365,0.3808115086079018,-0.1357519017850738,719,-0.4460389519254202,0.504647591636031,-0.677283834377023,-0.1308555683892139,1.9119005411132035,False,0.0849440400145304,M,2nd Cycle,Single,OK nice!,0.0612687896023057,0.834600101680797,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,4
49,1995,-1.610859626737252,-0.6281009756393454,-0.5371399845385229,46,-1.769640406964015,2.925738136361137,-0.200553721595449,-0.6356523119545504,3.307446940510715,True,1.5448205783117943,F,1st Cycle,Married,OK nice!,-1.6732773105808552,-0.8529833206140277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,2,3
50,1986,-0.6208308341124943,-0.1695043918905966,-0.3794518091710964,263,0.109019722768184,-0.2599073172245286,0.1172663535922668,-0.1308555683892139,-0.2448529852284063,True,1.6529595811486286,M,Graduation,Together,Kind of OK,-1.152913480525907,0.0947877991400591,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,2
51,1986,-0.4109062117967216,-0.8115396091388449,0.5236713770241639,122,-1.6415499435731833,-0.0050556809376754,1.706366729530847,1.5097338481981295,0.6432219962063741,True,0.6797085556171194,M,2nd Cycle,Single,Kind of OK,-1.152913480525907,-0.6481177123523648,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1,2
52,1968,-0.2073044013699821,-0.0777850751408468,0.0936127169311827,493,1.603408462327888,-0.8970364079416617,-1.4718340223463129,-0.7618514978458846,-0.7523244031911379,True,-0.4557509741696414,M,Graduation,Divorced,Meh...,-0.1121858204160103,-0.0501766280764543,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,5
53,1950,0.5514693633133568,0.4725308253576516,-0.4941341185292247,899,-0.4460389519254202,-0.3873331353679552,0.5145414475769118,0.1215428033934542,0.7700898506970569,False,-0.5638899770064758,M,1st Cycle,Single,OK nice!,0.9285418396938862,0.6639977310378095,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,2
54,1946,0.9486436963428524,0.8394080923566506,-0.8095104692640775,1280,-0.4033421307951429,-0.6421847716548085,1.6269117107339175,-0.3832539401718822,-0.3717208397190892,False,-1.3749324982827336,F,PhD,Married,OK nice!,1.1598146530516409,0.2471283400105929,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,1
55,1984,-1.8606833723527856,-0.9032589258885948,-0.6948281599059493,31,-0.1044643828832021,-0.3873331353679552,0.5939964663738408,0.1215428033934542,-0.3717208397190892,True,0.6797085556171194,M,Graduation,Single,OK nice!,-1.0372770738470296,-0.9458390739521392,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1,2
56,1993,-1.245226677154198,-0.4446623421398459,-0.6231517165571191,153,-1.769640406964015,4.709699590369109,0.3556314099830538,0.6263395469587907,-0.625456548700455,True,1.3285425726381257,F,2nd Cycle,Married,OK nice!,-1.5576409039019778,-0.4374820797000569,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,2,3
57,1953,0.634974085847829,0.4725308253576516,-0.4654635411896927,830,-0.6595230575768064,-0.132481499081102,-1.074558928361668,1.7621322199807978,2.0387683956038862,True,-0.6720289798433101,M,1st Cycle,Married,Meh...,0.7550872296755701,0.4339105728623994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,4
58,1983,-0.9741815399111048,-0.1695043918905966,-0.8381810466036096,299,0.4078974706801248,-0.8970364079416617,-0.12109870279852,0.1215428033934542,-0.2448529852284063,True,0.9500560627092052,M,1st Cycle,Single,OK nice!,-0.9794588705075908,0.0198964516367392,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,5
59,1940,1.1298976371618024,1.3897239928551492,-0.4224576751803945,1605,-0.1471612040134794,0.3772217734926044,0.8323615227646278,-0.5094531260632162,-0.625456548700455,False,-1.1586544926090647,F,Graduation,Married,OK nice!,1.506723873088273,0.957674127085379,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,1
60,1978,-0.6365288498369904,-0.4446623421398459,0.2943067583079073,187,1.0056529665040064,-0.5147589535113819,-0.91564889076781,-0.6356523119545504,-0.2448529852284063,True,1.166334068382874,M,Graduation,Married,OK nice!,-0.6903678538103973,-0.3353466995068875,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,5
61,1968,0.0024203619492981,-0.5363816588895957,0.3946537789962695,184,1.9022862102398288,-0.769610589798235,-2.028019153924816,-0.7618514978458846,-0.8791922576818209,True,0.8959865612907881,F,2nd Cycle,Married,Meh...,-0.1121858204160103,-0.4014937832429413,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,5
62,1987,-1.156016888719851,-0.7198202923890952,-0.22176363380367,71,-0.2325548462740339,-0.0050556809376754,1.3885466543431306,-0.7618514978458846,-0.7523244031911379,True,0.9500560627092052,F,Master,Single,Kind of OK,-1.2107316838653457,-0.7938554418067998,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1,2
63,1954,0.7973686049977663,1.2062853593556495,-0.2504342111432021,1537,0.2798070072892931,-0.0050556809376754,-0.836193871970881,-0.0046563824978798,0.5163541417156912,False,-1.537141002537985,F,Graduation,Together,Take my money!!,0.6972690263361314,0.2327330214277467,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,1
64,1957,0.0711536877430118,0.6559694588571511,-0.3507812318315644,767,0.450594291810402,0.6320734097794576,-1.1540139471585968,0.6263395469587907,-0.8791922576818209,True,0.6256390541987022,F,Master,Widow,OK nice!,0.5238144163178153,1.4164802933229534,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,0,6
65,1992,-1.1467143608831127,-0.8115396091388449,-0.8095104692640775,49,-1.598853122442906,2.4160348637874303,-0.438918777986236,1.1311362905241271,1.9119005411132035,True,1.43668157547496,M,1st Cycle,Single,OK nice!,-1.499822700562539,-0.8461425700477991,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2,3
66,1974,-0.6013536664543233,-0.9949782426383444,-0.1930930564641379,35,0.9202593242434518,-0.769610589798235,-0.438918777986236,-0.7618514978458846,-0.4985886942097721,True,1.2204035698012912,M,PhD,Married,OK nice!,-0.4590950404526425,-0.9119327450586584,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,5
67,1981,-0.3454614749452924,-0.9949782426383444,0.1509538716102469,63,-0.574129415316252,-0.6421847716548085,1.7858217483277756,-0.1308555683892139,-0.4985886942097721,True,0.7878475584539537,M,PhD,Married,Meh...,-0.8638224638287134,-0.8336507646659904,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,2
68,1953,0.5043026401411441,0.9311274091064003,-0.5228046958687568,1213,-0.3606453096648657,0.504647591636031,0.9912715603584856,-0.2570547542805481,-0.625456548700455,True,-0.942376486935396,M,Graduation,Single,OK nice!,0.7550872296755701,0.7566155452257911,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,1,1
